Name,Description,Website,Business Unit,Focus Area,Draft Opportunity Space,Original Taxonomy,Business Model Option,Friction Point,Business Models,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Inc. Compass,Hero,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result,Source
SodaTransfer,"Soda Transfer is an online remittance solution in US-Korea corridor that allows consumers to send money to their friends and family in the home country. It offers mid-market exchange rate and works with PayGate, an international payment gateway. It stocks the amount to be sent from various users and send them in large quantities in batches.",http://sodatransfer.com,1. Payments,1.2. Easing of Remittances,1.2. Low-Cost Remittances Services,,,,Digital Remittance > Internet First Platforms > P2P Remittance > Banking Channels,,2015,,South Korea,Asia,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
Sofitto,"Sofitto is a blockchain enabled payment card provider working in partnership LHV Bank. Sofitto enables an autonomous store of value directly on the card with all the transactions history chronologically stored on Blockchain providing full automation and record keeping. By adopting the technology a partner Bank will offer real-time transfers; Credit to user’s bank card, a low-cost transfer which works without smartphones. The solution works within the legacy banking infrastructure like ATM/POS terminals.",https://sofitto.com,1. Payments,1.2. Easing Remittances & Cross-border Payments,1.2. Low-Cost Remittances Services,,,,"Cryptocurrencies > Financial Services > Payments > Consumer Payments > Payment Cards,
 Digital Remittance > Internet First Platforms > P2P Remittance > Banking Channels",,2015,,Belgium,Europe,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
Sofitto,"Sofitto is a blockchain enabled payment card provider working in partnership LHV Bank. Sofitto enables an autonomous store of value directly on the card with all the transactions history chronologically stored on Blockchain providing full automation and record keeping. By adopting the technology a partner Bank will offer real-time transfers; Credit to user’s bank card, a low-cost transfer which works without smartphones. The solution works within the legacy banking infrastructure like ATM/POS terminals.",https://sofitto.com,1. Payments,1.2. Easing Remittances & Cross-border Payments,"1.2. Blockchain for Faster, More Secure Payments",,,,"Cryptocurrencies > Financial Services > Payments > Consumer Payments > Payment Cards,
 Digital Remittance > Internet First Platforms > P2P Remittance > Banking Channels",,2015,,Belgium,Europe,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
Sofocle Technologies,"Sofocle Technologies is a Blockchain startup in smart contracts and trade finance. Products include sofoSupply, sofoTrade and sofoChain. sofoSupply is for supply chain financing by availing loan against approved invoices by the manufacturer. Built on hyperledger and uses smart contract technology. sofoTrade is a Trade Finance solution. Provides platform to exchange assets and digital data without intermediaries. sofoChain is a Supply Chain solution that records transfer of assets by linking serial numbers, bar codes, and RFID to physical goods and enables verification of certificates.",http://sofocle.com,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Claims Processing,,,"SCM Software > Spend Management > Procure To Pay > Supply Chain Financing > Invoice Financing,
Logistics Tech > Freight > Multimodal > Technology Enablers > Payments,
Alternative Lending > Online Lenders > Business Loans > Trade Finance > Diversified > Marketplace > Blockchain-based,
Insurance IT > Insurance Policy Solutions > Claims Processing > Suite > Diversified,
Non Fungible Tokens > Infrastructure > Developer Tools > NFT Marketplaces",,2016,12,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,1,0,0,0.7,,0,0.3,Nascent,TRACXN
Softpay.io,"Mobile-based POS solution for businesses. It enables businesses to turn Android devices into POS systems to accept NFC-enabled contactless online payments from customers. Payments can be accepted via credit/debit cards, e-wallet, and smartwatches. It can also be integrated with the existing POS systems of the merchants via an app-switch solution.",https://softpay.io,1. Payments,1.1. Contactless Payments,1.1. Contactless payments for micro-businesses,,,,Payments > Business Payments > POS Payments > POS Mobile Apps,,2019,17,Denmark,Europe,Yes,Seed,"$2,074,630",,Nascent,,TRUE,FALSE,0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent,TRACXN
Softr,"Cloud-based no-code web application development solutions provider. The features of the product include design customization, link pages, and application logic, authentication and user management, API integration, chat support, etc. It provides integration over zapier, Airtable, stripe, Google Analytics, HubSpot, INTERCOM, etc.",https://www.softr.io/,1. Payments,1.4. Embedded Payments,1.4. No-code & Low-code solutions,,,,Application Development Tools > Code Development > Low Code Development Platforms,,2019,,Germany,Europe,Yes,Series A,"$15,700,000",,Emerging,,TRUE,FALSE,0.5,0.3,,0,0.4,0.7,,0,0.43,Emerging,TRACXN
SoftWorks AI,"Provider of AI-based automatic data extraction and classification solutions. The computer vision platform provides solutions to analyze and understand various mortgage and financial documents. It also provides an OCR engine and solutions to convert unstructured information into actionable insights. It provides solutions for automated invoice processing, mortgage loan processing, and sales tax OCR solutions.",http://softworksai.com,2. CC&C,2.2. Digital Loan Servicing,2.2. Automating Credit Review & Issuance,Loan Document Processing Software,,,"Digital Transaction Management > Workflow Automation,
AI Infrastructure > Enabling Technologies > Software > Data Extraction,
Banking Tech > Loan Life Cycle Management > Document Processing > Data Extraction,
Computer Vision > Industry Agnostic Applications > Text Analytics",,2017,,United States of America,North America,Yes,Seed,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,TRACXN
Sokin,Sokin is a banking channel for cross-border money transfers. It is based on blockchain technology and allows users to send and receive funds globally. Features tools for securing and monitoring transactions. The application can be accessed on iOS and Android devices.,http://sokin.net,1. Payments,1.2. Easing of Remittances,1.2. Low-Cost Remittances Services,,,,Digital Remittance > Internet First Platforms > P2P Remittance > Banking Channels,,2019,11,United Kingdom,Europe,Yes,Seed,,,Nascent,,TRUE,FALSE,0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent,TRACXN
Sola Analytics,"Sola Analytics focuses on reporting, modeling, and budgeting for banks. The platform/ solutions includes functionalities for forecasting, stress testing, and profitability analysis. The platform is SQL server based and Excel based. The toolkit covers external reporting (consolidated financial statements, lead schedules, eliminations), Internal reporting (executive &amp; board reporting, profitability analysis, stress testing and allocations), and budgeting and forecasting (input templates, loan &amp; deposit modeling, compensation and capital expenditure). The firm claims that a customized version of the solution can be deployed in less than 2 months. The solution is offered on-premise or over the cloud.",https://www.solaanalytics.com/,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Risk,,,"GRC Software > Risk Management > Integrated Risk Management,
Banking Tech > RegTech > Risk Management > Credit Risk,
RegTech > Risk Management > Risk Type > Banking Industry Risks > Credit Risk,
Vertical Business Intelligence > Industry Specific > BFSI",,2015,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Solaris,"Provider of an open banking platform with a banking license. It provides users, primarily digital companies and financial services startups, to access various banking service modules, which then can be integrated into their processes, websites, or mobile applications.",https://www.solarisgroup.com/en/,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,Banking Tech > Open Banking > Banking APIs > With Banking License,,2016,317,Germany,Europe,Yes,Series D,"$444,532,200",,Mature,,TRUE,FALSE,1,0.3,1,0,0.7,0.7,,0,0.79,Mature,TRACXN
Sole Payments,,http://solepayments.org,1. Payments,1.2. Easing Remittances & Cross-border Payments,1.2. Multi-Currency Wallets for Cross border payments,,,,"Payments > Consumer Payments > Wallets,
 Digital Remittance > Internet First Platforms > P2P Remittance > Wallet Transfer > Multi Currency,
 Forex Tech > Foreign Currency Services > FX Rate Trackers",,2019,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Solfácil,Online marketplace for residential solar financing. It connects consumers with multiple investors and installers of solar energy. Users can define the photovoltaic solar project on the basis of requirements and pay the monthly installments.,https://solfacil.com.br/ ,,,,(7) Joining the growth journey of the many,,,,,2018,0,Brazil,South America,Yes,Series C,"$135,069,943",,Emerging,,FALSE,FALSE,0.7,0.3,1,0,0.7,0.7,,0,0.7,Emerging,OLD PROJECT – IKEA
Solid,"Core banking solution for banks, financial institutions, and eCommerce businesses. It enables businesses to create digital banking products and services for customers. It features the creation of digital banking accounts, payment cards, APIs for customer engagement, digital payments, account origination, lifecycle management, and more.",https://www.solidfi.com/,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,"Payments > Enablers > Open Banking APIs,
 Banking Tech > Open Banking > Banking APIs",,2018,,United States of America,North America,Yes,Series B,"$80,700,000",,Emerging,,FALSE,FALSE,0.7,0.3,,0,0.4,0.7,,0,0.49,Emerging,TRACXN
Solid,"Core banking solution for banks, financial institutions, and eCommerce businesses. It enables businesses to create digital banking products and services for customers. It features the creation of digital banking accounts, payment cards, APIs for customer engagement, digital payments, account origination, lifecycle management, and more.",https://www.solidfi.com/,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,"Payments > Enablers > Open Banking APIs,
 Banking Tech > Open Banking > Banking APIs",,2018,,United States of America,North America,Yes,Series B,"$80,700,000",,Emerging,,FALSE,FALSE,0.7,0.3,,0,0.4,0.7,,0,0.49,Emerging,TRACXN
Solidware,"Solidware builds Machine Learning-based predictive models for financial companies.  They currently offer solutions to financial services companies ranging from insurers to banks, credit card companies, and loan companies, companies who need predictive modelling for underwriting, pricing, credit scoring, customer retention and product offering.",http://solidware.io,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,"Big Data Analytics > Industry Solutions > BFSI > Multi-Function,
Alternative Lending > Enablers > Alternative Credit Score > Individuals > Digital Footprint,
Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score,
Insurance IT > Data and Monitoring Solutions > Databases > Diversified",,2014,,South Korea,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Solocash,Solocashadvance is an online payday loans company connecting borrowers with the lenders. The loan amount ranges from $100-$1000 to be repaid until next payday. The application is online and the applicant should be above 18 yrs of age with a salary above $1000 per month. The loans are disbursed in time as soon as 1 business day as per the company claims.,https://www.solocashadvance.com/,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Direct Lender,,2016,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Solution Prêts,Online lending platform for micro loans,https://solutionprets.ca,2. CC&C,2.2. Digital Loan Servicing,,Internet First Microfinancing,,,Alternative Lending > Online Lenders > Consumer Loans > Micro Loans > Direct Lender,,2013,,Canada,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Solutionise Invoice,"Solutionise Invoice provides an online platform for invoice management. It offers features such as invoice creation, invoice reporting, payment acceptance.  Solutionise Invoice provides an option to accept the partial payment against an invoice and closes the invoices when full payment is received.  Solutionise charges £150 for one time purchase of the tool.",http://solutioniseinvoice.com,2. CC&C,2.1. Customer-first Credit,,Accounts Receivables Collections,,,Finance & Accounting Tech > Accounting Solutions > Quote to Cash > Account Receivables > Collections,,2017,,United Kingdom,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Solutions,,https://solutionsfinanceira.com.br,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Marketplace,,2014,,Brazil,South America,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Sonarax,"Ultrasonic sound-based authentication technology. Provides ultrasound wave and its proximity-based authentication and verification solution. Employs a patent-pending sound authentication technology, in which a Sonarax-equipped mobile catches the sound emitted by the authenticating device. Leverages proximity, mobile device identification, and personal device registration to deliver login to logical systems like websites and mobile apps. Other solutions include SonicQR, a method to embed data over audio without compromising the origin, cell phone payment, and wallet-to-wallet transfer based on ultrasonic data transfer and Sonic Tokenization. Delivers a cross-platform and cross-OS SDK which includes the functions for all sonic and ultrasonic use-cases. This bypasses traditional authenticating technology for online transactions.",https://sonarax.com/,1. Payments,1.1. Contactless Payments,,,,,"Cybersecurity > IAM > MFA,
 Payments > Enablers > Contactless Payments > Sound",,2013,,Israel,Asia,Yes,Early Stage,"$800,000",,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
